gene_symbol	ensembl_gene_id	uniprot_id	protein_class	is_secreted	signal_peptide	orf_length_bp
CLIP2	ENSG00000106665	Q9UDT6	cytoskeletal	False	False	3138
CLIP3	ENSG00000105270	Q96DZ5	membrane_protein	False	False	1641
CLIP4	ENSG00000115295	Q8N3C7	unknown	False	False	2115
CLK1	ENSG00000013441	P49759	kinase	False	False	1452
CLK2	ENSG00000176444	P49760	kinase	False	False	1497
CLK3	ENSG00000179335	P49761	kinase	False	False	1470
CLK4	ENSG00000113240	Q9HAZ1	kinase	False	False	1443
CLMN	ENSG00000165959	Q96JQ2	membrane_protein	False	False	3006
CLMP	ENSG00000166250	Q9H6B4	membrane_protein	False	True	1119
CLN3	ENSG00000188603	Q13286	transport_protein	False	False	1314
CLN5	ENSG00000102805	O75503	secreted_enzyme	True	False	1074
CLN6	ENSG00000128973	Q9NWW5	membrane_protein	False	False	933
CLN8	ENSG00000182372	Q9UBY8	membrane_protein	False	False	858
CLNK	ENSG00000109684	Q7Z7G1	signaling_adapter	False	False	1284
CLNS1A	ENSG00000074201	P54105	cytoskeletal	False	False	711
CLOCK	ENSG00000134852	O15516	transcription_factor	False	False	2538
CLP1	ENSG00000172409	Q92989	kinase	False	False	1275
CLPB	ENSG00000162129	Q9H078	enzyme	False	False	2121
CLPP	ENSG00000125656	Q16740	enzyme	False	False	831
CLPS	ENSG00000137392	P04118	secreted_protein	True	True	336
CLPSL1	ENSG00000204140	A2RUU4	secreted_protein	True	True	363
CLPSL2	ENSG00000196748	Q6UWE3	secreted_protein	True	True	300
CLPTM1	ENSG00000104853	O96005	membrane_protein	False	False	2007
CLPTM1L	ENSG00000049656	Q96KA5	transport_protein	False	False	1614
CLPX	ENSG00000166855	O76031	enzyme	False	False	1899
CLRN1	ENSG00000163646	P58418	membrane_protein	False	False	696
CLRN2	ENSG00000249581	A0PK11	membrane_protein	False	False	696
CLRN3	ENSG00000180745	Q8NCR9	membrane_protein	False	False	678
CLSPN	ENSG00000092853	Q9HAW4	unknown	False	False	4017
CLSTN1	ENSG00000171603	O94985	membrane_protein	False	True	2943
CLSTN2	ENSG00000158258	Q9H4D0	membrane_protein	False	True	2865
CLSTN3	ENSG00000139182	Q9BQT9	lipid_droplet	False	True	2868
CLTA	ENSG00000122705	P09496	cytoskeletal	False	False	744
CLTB	ENSG00000175416	P09497	membrane_protein	False	False	687
CLTC	ENSG00000141367	Q00610	cytoskeletal	False	False	5025
CLTCL1	ENSG00000070371	P53675	membrane_protein	False	False	4920
CLTRN	ENSG00000147003	Q9HBJ8	membrane_protein	False	True	666
CLU	ENSG00000120885	P10909	secreted_protein	True	True	1347
CLUAP1	ENSG00000103351	Q96AJ1	unknown	False	False	1239
CLUH	ENSG00000132361	O75153	rna_binding	False	False	3927
CLUL1	ENSG00000079101	Q15846	secreted_protein	True	True	1398
CLVS1	ENSG00000177182	Q8IUQ0	transfer_protein	False	False	1062
CLVS2	ENSG00000146352	Q5SYC1	transfer_protein	False	False	981
CLXN	ENSG00000034239	Q9HAE3	cytoskeletal	False	False	633
CLYBL	ENSG00000125246	Q8N0X4	enzyme	False	False	1020
CMA1	ENSG00000092009	P23946	secreted_enzyme	True	True	741
CMAS	ENSG00000111726	Q8NFW8	enzyme	False	False	1302
CMBL	ENSG00000164237	Q96DG6	enzyme	False	False	735
CMC1	ENSG00000187118	Q7Z7K0	unknown	False	False	318
CMC2	ENSG00000103121	Q9NRP2	unknown	False	False	237
CMC4	ENSG00000182712	P56277	unknown	False	False	204
CMIP	ENSG00000153815	Q8IY22	unknown	False	False	2319
CMKLR1	ENSG00000174600	Q99788	gpcr	False	False	1119
CMKLR2	ENSG00000183671	P46091	gpcr	False	False	1065
CMPK1	ENSG00000162368	P30085	kinase	False	False	588
CMPK2	ENSG00000134326	Q5EBM0	kinase	False	False	1347
CMSS1	ENSG00000184220	Q9BQ75	unknown	False	False	837
CMTM1	ENSG00000089505	Q8IZ96	membrane_protein	False	False	507
CMTM2	ENSG00000140932	Q8TAZ6	membrane_protein	False	False	744
CMTM3	ENSG00000140931	Q96MX0	membrane_protein	False	False	546
CMTM4	ENSG00000183723	Q8IZR5	membrane_protein	False	False	702
CMTM5	ENSG00000166091	Q96DZ9	membrane_protein	False	False	669
CMTM6	ENSG00000091317	Q9NX76	transport_protein	False	False	549
CMTM7	ENSG00000153551	Q96FZ5	membrane_protein	False	False	525
CMTM8	ENSG00000170293	Q8IZV2	membrane_protein	False	False	519
CMTR1	ENSG00000137200	Q8N1G2	enzyme	False	False	2505
CMTR2	ENSG00000180917	Q8IYT2	enzyme	False	False	2310
CMYA5	ENSG00000164309	Q8N3K9	unknown	False	False	12207
CNBD1	ENSG00000176571	Q8NA66	unknown	False	False	1308
CNBD2	ENSG00000149646	Q96M20	unknown	False	False	1728
CNBP	ENSG00000169714	P62633	transcription_factor	False	False	531
CNDP1	ENSG00000150656	Q96KN2	secreted_enzyme	True	True	1521
CNDP2	ENSG00000133313	Q96KP4	enzyme	False	False	1425
CNEP1R1	ENSG00000205423	Q8N9A8	membrane_protein	False	False	375
CNFN	ENSG00000105427	Q9BYD5	unknown	False	False	336
CNGA1	ENSG00000198515	P29973	ion_channel	False	False	2058
CNGA2	ENSG00000183862	Q16280	ion_channel	False	False	1992
CNGA3	ENSG00000144191	Q16281	ion_channel	False	False	2082
CNGA4	ENSG00000132259	Q8IV77	ion_channel	False	False	1725
CNGB1	ENSG00000070729	Q14028	ion_channel	False	False	3753
CNGB3	ENSG00000170289	Q9NQW8	ion_channel	False	False	2427
CNIH1	ENSG00000100528	O95406	transport_protein	False	False	432
CNIH2	ENSG00000174871	Q6PI25	membrane_protein	False	False	480
CNIH3	ENSG00000143786	Q8TBE1	membrane_protein	False	False	480
CNIH4	ENSG00000143771	Q9P003	transport_protein	False	False	417
CNKSR1	ENSG00000142675	Q969H4	membrane_protein	False	False	2160
CNKSR2	ENSG00000149970	Q8WXI2	membrane_protein	False	False	3102
CNKSR3	ENSG00000153721	Q6P9H4	membrane_protein	False	False	1665
CNMD	ENSG00000136110	O75829	secreted_precursor	True	False	1002
CNN1	ENSG00000130176	P51911	unknown	False	False	891
CNN2	ENSG00000064666	Q99439	unknown	False	False	927
CNN3	ENSG00000117519	Q15417	unknown	False	False	987
CNNM1	ENSG00000119946	Q9NRU3	transporter	False	False	2853
CNNM2	ENSG00000148842	Q9H8M5	transporter	False	False	2625
CNNM3	ENSG00000168763	Q8NE01	transporter	False	False	2121
CNNM4	ENSG00000158158	Q6P4Q7	transporter	False	False	2325
CNOT1	ENSG00000125107	A5YKK6	unknown	False	False	7128
CNOT10	ENSG00000182973	Q9H9A5	unknown	False	False	2232
CNOT11	ENSG00000158435	Q9UKZ1	unknown	False	False	1530
CNOT2	ENSG00000111596	Q9NZN8	unknown	False	False	1620
CNOT3	ENSG00000088038	O75175	unknown	False	False	2259
CNOT4	ENSG00000080802	O95628	rna_binding	False	False	1725
CNOT6	ENSG00000113300	Q9ULM6	rna_binding	False	False	1671
CNOT6L	ENSG00000138767	Q96LI5	enzyme	False	False	1665
CNOT7	ENSG00000198791	Q9UIV1	rna_binding	False	False	855
CNOT8	ENSG00000155508	Q9UFF9	rna_binding	False	False	876
CNOT9	ENSG00000144580	Q92600	unknown	False	False	897
CNP	ENSG00000173786	P09543	rna_binding	False	False	1263
CNPPD1	ENSG00000115649	Q9BV87	membrane_protein	False	False	1230
CNPY1	ENSG00000146910	Q3B7I2	unknown	False	False	276
CNPY2	ENSG00000257727	Q9Y2B0	unknown	False	True	546
CNPY3	ENSG00000137161	Q9BT09	unknown	False	True	834
CNPY4	ENSG00000166997	Q8N129	secreted_protein	True	True	744
CNR1	ENSG00000118432	P21554	gpcr	False	False	1416
CNR2	ENSG00000188822	P34972	gpcr	False	False	1080
CNRIP1	ENSG00000119865	Q96F85	unknown	False	False	492
CNST	ENSG00000162852	Q6PJW8	membrane_protein	False	False	2175
CNTD1	ENSG00000176563	Q8N815	unknown	False	False	990
CNTF	ENSG00000242689	P26441	unknown	False	False	600
CNTFR	ENSG00000122756	P26992	receptor	False	True	1116
CNTLN	ENSG00000044459	Q9NXG0	cytoskeletal	False	False	4215
CNTN1	ENSG00000018236	Q12860	membrane_protein	False	True	3054
CNTN2	ENSG00000184144	Q02246	membrane_protein	False	True	3120
CNTN3	ENSG00000113805	Q9P232	membrane_protein	False	True	3084
CNTN4	ENSG00000144619	Q8IWV2	secreted_protein	True	True	3078
CNTN5	ENSG00000149972	O94779	membrane_protein	False	True	3300
CNTN6	ENSG00000134115	Q9UQ52	membrane_protein	False	True	3084
CNTNAP1	ENSG00000108797	P78357	membrane_protein	False	True	4152
CNTNAP2	ENSG00000174469	Q9UHC6	membrane_protein	False	True	3993
CNTNAP3	ENSG00000106714	Q9BZ76	secreted_protein	True	True	3864
CNTNAP3B	ENSG00000154529	Q96NU0	membrane_protein	False	True	3864
CNTNAP4	ENSG00000152910	Q9C0A0	membrane_protein	False	True	3924
CNTNAP5	ENSG00000155052	Q8WYK1	membrane_protein	False	True	3918
CNTRL	ENSG00000119397	Q7Z7A1	cytoskeletal	False	False	6975
CNTROB	ENSG00000170037	Q8N137	cytoskeletal	False	False	2709
COA1	ENSG00000106603	Q9GZY4	membrane_protein	False	False	438
COA3	ENSG00000183978	Q9Y2R0	membrane_protein	False	False	318
COA4	ENSG00000181924	Q9NYJ1	unknown	False	False	261
COA5	ENSG00000183513	Q86WW8	unknown	False	False	222
COA6	ENSG00000168275	Q5JTJ3	unknown	False	False	375
COA7	ENSG00000162377	Q96BR5	unknown	False	False	693
COA8	ENSG00000256053	Q96IL0	membrane_protein	False	False	618
COASY	ENSG00000068120	Q13057	kinase	False	False	1692
COBL	ENSG00000106078	O75128	cytoskeletal	False	False	3783
COBLL1	ENSG00000082438	Q53SF7	unknown	False	False	3384
COCH	ENSG00000100473	O43405	secreted_protein	True	True	1650
COG1	ENSG00000166685	Q8WTW3	transport_protein	False	False	2940
COG2	ENSG00000135775	Q14746	transport_protein	False	False	2214
COG3	ENSG00000136152	Q96JB2	transport_protein	False	False	2484
COG4	ENSG00000103051	Q9H9E3	transport_protein	False	False	2355
COG5	ENSG00000164597	Q9UP83	transport_protein	False	False	2580
COG6	ENSG00000133103	Q9Y2V7	transport_protein	False	False	1971
COG7	ENSG00000168434	P83436	transport_protein	False	False	2310
COG8	ENSG00000213380	Q96MW5	transport_protein	False	False	1836
COIL	ENSG00000121058	P38432	unknown	False	False	1728
COL10A1	ENSG00000123500	Q03692	secreted_protein	True	True	2040
COL11A1	ENSG00000060718	P12107	secreted_protein	True	True	5418
COL11A2	ENSG00000227801	P13942	secreted_protein	True	True	5208
COL12A1	ENSG00000111799	Q99715	secreted_protein	True	True	9189
COL13A1	ENSG00000197467	Q5TAT6	membrane_protein	False	False	2151
COL14A1	ENSG00000187955	Q05707	secreted_protein	True	True	5388
COL15A1	ENSG00000204291	P39059	secreted_protein	True	True	4164
COL16A1	ENSG00000084636	Q07092	secreted_protein	True	True	4812
COL17A1	ENSG00000065618	Q9UMD9	secreted_protein	True	False	4491
COL18A1	ENSG00000182871	P39060	secreted_protein	True	True	5262
COL19A1	ENSG00000082293	Q14993	secreted_protein	True	True	3426
COL1A1	ENSG00000108821	P02452	secreted_protein	True	True	4392
COL1A2	ENSG00000164692	P08123	secreted_protein	True	True	4098
COL20A1	ENSG00000101203	Q9P218	secreted_protein	True	True	3852
COL21A1	ENSG00000124749	Q96P44	secreted_protein	True	True	2871
COL22A1	ENSG00000169436	Q8NFW1	secreted_protein	True	True	4878
COL23A1	ENSG00000050767	Q86Y22	membrane_protein	False	False	1620
COL24A1	ENSG00000171502	Q17RW2	secreted_protein	True	True	5142
COL25A1	ENSG00000188517	Q9BXS0	secreted_protein	True	False	1962
COL26A1	ENSG00000160963	Q96A83	secreted_protein	True	True	1323
COL27A1	ENSG00000196739	Q8IZC6	secreted_protein	True	True	5580
COL28A1	ENSG00000215018	Q2UY09	secreted_protein	True	True	3375
COL2A1	ENSG00000139219	P02458	secreted_protein	True	True	4461
COL3A1	ENSG00000168542	P02461	secreted_protein	True	True	4398
COL4A1	ENSG00000187498	P02462	secreted_protein	True	True	5007
COL4A2	ENSG00000134871	P08572	secreted_protein	True	True	5136
COL4A3	ENSG00000169031	Q01955	secreted_protein	True	True	5010
COL4A4	ENSG00000081052	P53420	secreted_protein	True	True	5070
COL4A5	ENSG00000188153	P29400	secreted_protein	True	True	5055
COL4A6	ENSG00000197565	Q14031	secreted_protein	True	True	5073
COL5A1	ENSG00000130635	P20908	secreted_protein	True	True	5514
COL5A2	ENSG00000204262	P05997	secreted_protein	True	True	4497
COL5A3	ENSG00000080573	P25940	secreted_protein	True	True	5235
COL6A1	ENSG00000142156	P12109	secreted_protein	True	True	3084
COL6A2	ENSG00000142173	P12110	secreted_protein	True	True	3057
COL6A3	ENSG00000163359	P12111	secreted_protein	True	True	9531
COL6A5	ENSG00000172752	A8TX70	secreted_protein	True	True	7845
COL6A6	ENSG00000206384	A6NMZ7	secreted_protein	True	True	6789
COL7A1	ENSG00000114270	Q02388	secreted_protein	True	True	8832
COL8A1	ENSG00000144810	P27658	secreted_protein	True	True	2232
COL8A2	ENSG00000171812	P25067	secreted_protein	True	True	2109
COL9A1	ENSG00000112280	P20849	secreted_protein	True	True	2763
COL9A2	ENSG00000049089	Q14055	secreted_protein	True	True	2067
COL9A3	ENSG00000092758	Q14050	secreted_protein	True	True	2052
COLEC10	ENSG00000184374	Q9Y6Z7	secreted_protein	True	True	831
COLEC11	ENSG00000118004	Q9BWP8	secreted_protein	True	True	813
COLEC12	ENSG00000158270	Q5KU26	receptor	False	False	2226
COLGALT1	ENSG00000130309	Q8NBJ5	enzyme	False	True	1866
COLGALT2	ENSG00000198756	Q8IYK4	enzyme	False	True	1878
COLQ	ENSG00000206561	Q9Y215	unknown	False	True	1365
COMMD1	ENSG00000173163	Q8N668	transport_protein	False	False	570
COMMD10	ENSG00000145781	Q9Y6G5	unknown	False	False	606
COMMD2	ENSG00000114744	Q86X83	unknown	False	False	597
COMMD3	ENSG00000148444	Q9UBI1	transporter	False	False	585
COMMD4	ENSG00000140365	Q9H0A8	unknown	False	False	597
COMMD5	ENSG00000170619	Q9GZQ3	unknown	False	False	672
COMMD6	ENSG00000188243	Q7Z4G1	unknown	False	False	255
COMMD7	ENSG00000149600	Q86VX2	unknown	False	False	600
COMMD8	ENSG00000169019	Q9NX08	unknown	False	False	549
COMMD9	ENSG00000110442	Q9P000	transporter	False	False	594
COMP	ENSG00000105664	P49747	secreted_protein	True	True	2271
COMT	ENSG00000093010	P21964	enzyme	False	False	813
COMTD1	ENSG00000165644	Q86VU5	enzyme	False	False	786
COP1	ENSG00000143207	Q8NHY2	enzyme	False	False	2193
COPA	ENSG00000122218	P53621	secreted_hormone	True	False	3672
COPB1	ENSG00000129083	P53618	transport_protein	False	False	2859
COPB2	ENSG00000184432	P35606	transport_protein	False	False	2718
COPE	ENSG00000105669	O14579	transport_protein	False	False	924
COPG1	ENSG00000181789	Q9Y678	transport_protein	False	False	2622
COPG2	ENSG00000158623	Q9UBF2	transport_protein	False	False	2613
COPRS	ENSG00000172301	Q9NQ92	regulator	False	False	552
COPS2	ENSG00000166200	P61201	unknown	False	False	1329
COPS3	ENSG00000141030	Q9UNS2	unknown	False	False	1269
COPS4	ENSG00000138663	Q9BT78	unknown	False	False	1218
COPS5	ENSG00000121022	Q92905	enzyme	False	False	1002
COPS6	ENSG00000168090	Q7L5N1	unknown	False	False	981
COPS7A	ENSG00000111652	Q9UBW8	unknown	False	False	825
COPS7B	ENSG00000144524	Q9H9Q2	unknown	False	False	792
COPS8	ENSG00000198612	Q99627	unknown	False	False	627
COPS9	ENSG00000172428	Q8WXC6	unknown	False	False	171
COPZ1	ENSG00000111481	P61923	transport_protein	False	False	531
COPZ2	ENSG00000005243	Q9P299	transport_protein	False	False	630
COQ10A	ENSG00000135469	Q96MF6	membrane_protein	False	False	741
COQ10B	ENSG00000115520	Q9H8M1	membrane_protein	False	False	714
COQ2	ENSG00000173085	Q96H96	enzyme	False	False	1113
COQ3	ENSG00000132423	Q9NZJ6	enzyme	False	False	1107
COQ4	ENSG00000167113	Q9Y3A0	enzyme	False	False	795
COQ5	ENSG00000110871	Q5HYK3	enzyme	False	False	981
COQ6	ENSG00000119723	Q9Y2Z9	enzyme	False	False	1404
COQ7	ENSG00000167186	Q99807	enzyme	False	False	651
COQ8A	ENSG00000163050	Q8NI60	kinase	False	False	1941
COQ8B	ENSG00000123815	Q96D53	kinase	False	False	1632
COQ9	ENSG00000088682	O75208	transfer_protein	False	False	954
CORIN	ENSG00000145244	Q9Y5Q5	secreted_enzyme	True	False	3126
CORO1A	ENSG00000102879	P31146	cytoskeletal	False	False	1383
CORO1B	ENSG00000172725	Q9BR76	cytoskeletal	False	False	1467
CORO1C	ENSG00000110880	Q9ULV4	cytoskeletal	False	False	1422
CORO2A	ENSG00000106789	Q92828	unknown	False	False	1575
CORO2B	ENSG00000103647	Q9UQ03	cytoskeletal	False	False	1440
CORO6	ENSG00000167549	Q6QEF8	unknown	False	False	1416
CORO7	ENSG00000262246	P57737	transport_protein	False	False	2775
CORT	ENSG00000241563	O00230	secreted_hormone	True	True	315
COTL1	ENSG00000103187	Q14019	cytoskeletal	False	False	426
COX10	ENSG00000006695	Q12887	enzyme	False	False	1329
COX11	ENSG00000166260	Q9Y6N1	membrane_protein	False	False	828
COX14	ENSG00000178449	Q96I36	membrane_protein	False	False	171
COX15	ENSG00000014919	Q7KZN9	enzyme	False	False	1230
COX16	ENSG00000133983	Q9P0S2	membrane_protein	False	False	318
COX17	ENSG00000138495	Q14061	unknown	False	False	189
COX18	ENSG00000163626	Q8N8Q8	membrane_protein	False	False	999
COX19	ENSG00000240230	Q49B96	unknown	False	False	270
COX20	ENSG00000203667	Q5RI15	membrane_protein	False	False	354
COX4I1	ENSG00000131143	P13073	membrane_protein	False	False	507
COX4I2	ENSG00000131055	Q96KJ9	membrane_protein	False	False	513
COX5A	ENSG00000178741	P20674	membrane_protein	False	False	450
COX5B	ENSG00000135940	P10606	membrane_protein	False	False	387
COX6A1	ENSG00000111775	P12074	enzyme	False	False	327
COX6A2	ENSG00000156885	Q02221	enzyme	False	False	291
COX6B1	ENSG00000126267	P14854	membrane_protein	False	False	258
COX6B2	ENSG00000160471	Q6YFQ2	membrane_protein	False	False	264
COX6C	ENSG00000164919	P09669	membrane_protein	False	False	225
COX7A1	ENSG00000161281	P24310	enzyme	False	False	237
COX7A2	ENSG00000112695	P14406	enzyme	False	False	249
COX7A2L	ENSG00000115944	O14548	membrane_protein	False	False	342
COX7B	ENSG00000131174	P24311	membrane_protein	False	False	240
COX7B2	ENSG00000170516	Q8TF08	membrane_protein	False	False	243
COX7C	ENSG00000127184	P15954	membrane_protein	False	False	189
COX8A	ENSG00000176340	P10176	membrane_protein	False	False	207
COX8C	ENSG00000187581	Q7Z4L0	membrane_protein	False	False	216
COXFA4	ENSG00000189043	O00483	transport_protein	False	False	243
COXFA4L2	ENSG00000185633	Q9NRX3	membrane_protein	False	False	261
COXFA4L3	ENSG00000166920	Q9C002	membrane_protein	False	False	249
CP	ENSG00000047457	P00450	secreted_enzyme	True	True	3195
CPA1	ENSG00000091704	P15085	secreted_enzyme	True	True	1257
CPA2	ENSG00000158516	P48052	secreted_enzyme	True	True	1257
CPA3	ENSG00000163751	P15088	enzyme	False	True	1251
CPA4	ENSG00000128510	Q9UI42	secreted_enzyme	True	True	1263
CPA5	ENSG00000158525	Q8WXQ8	secreted_enzyme	True	True	1308
CPA6	ENSG00000165078	Q8N4T0	secreted_enzyme	True	True	1311
CPAMD8	ENSG00000160111	Q8IZJ3	secreted_protein	True	True	5655
CPAP	ENSG00000151849	Q9HC77	cytoskeletal	False	False	4014
CPB1	ENSG00000153002	P15086	secreted_enzyme	True	True	1251
CPB2	ENSG00000080618	Q96IY4	secreted_enzyme	True	True	1269
CPD	ENSG00000108582	O75976	enzyme	False	True	4140
CPE	ENSG00000109472	P16870	secreted_enzyme	True	True	1428
CPEB1	ENSG00000214575	Q9BZB8	rna_binding	False	False	1698
CPEB2	ENSG00000137449	Q7Z5Q1	rna_binding	False	False	1767
CPEB3	ENSG00000107864	Q8NE35	rna_binding	False	False	2094
CPEB4	ENSG00000113742	Q17RY0	rna_binding	False	False	2187
CPED1	ENSG00000106034	A4D0V7	unknown	False	True	3078
CPHXL	ENSG00000283755	A0A1W2PPM1	transcription_factor	False	False	1215
CPHXL2	ENSG00000284484	A0A1W2PPK0	unknown	False	False	1200
CPLANE1	ENSG00000197603	Q9H799	membrane_protein	False	False	9591
CPLANE2	ENSG00000132881	Q9BU20	transport_protein	False	False	774
CPLX1	ENSG00000168993	O14810	transport_protein	False	False	402
CPLX2	ENSG00000145920	Q6PUV4	transport_protein	False	False	402
CPLX3	ENSG00000213578	Q8WVH0	transport_protein	False	False	474
CPLX4	ENSG00000166569	Q7Z7G2	transport_protein	False	False	480
CPM	ENSG00000135678	P14384	enzyme	False	True	1329
CPN1	ENSG00000120054	P15169	secreted_enzyme	True	True	1374
CPN2	ENSG00000178772	P22792	secreted_protein	True	True	1635
CPNE1	ENSG00000214078	Q99829	membrane_protein	False	False	1611
CPNE2	ENSG00000140848	Q96FN4	membrane_protein	False	False	1644
CPNE3	ENSG00000085719	O75131	membrane_protein	False	False	1611
CPNE4	ENSG00000196353	Q96A23	unknown	False	False	1671
CPNE5	ENSG00000124772	Q9HCH3	unknown	False	False	1779
CPNE6	ENSG00000100884	O95741	membrane_protein	False	False	1671
CPNE7	ENSG00000178773	Q9UBL6	membrane_protein	False	False	1899
CPNE8	ENSG00000139117	Q86YQ8	unknown	False	False	1692
CPNE9	ENSG00000144550	Q8IYJ1	unknown	False	False	1659
CPO	ENSG00000144410	Q8IVL8	enzyme	False	True	1122
CPOX	ENSG00000080819	P36551	enzyme	False	False	1362
CPPED1	ENSG00000103381	Q9BRF8	enzyme	False	False	942
CPQ	ENSG00000104324	Q9Y646	secreted_enzyme	True	True	1416
CPS1	ENSG00000021826	P31327	enzyme	False	False	4500
CPSF1	ENSG00000071894	Q10570	rna_binding	False	False	4329
CPSF2	ENSG00000165934	Q9P2I0	rna_binding	False	False	2346
CPSF3	ENSG00000119203	Q9UKF6	rna_binding	False	False	2052
CPSF4	ENSG00000160917	O95639	rna_binding	False	False	807
CPSF4L	ENSG00000187959	A6NMK7	rna_binding	False	False	537
CPSF6	ENSG00000111605	Q16630	rna_binding	False	False	1653
CPSF7	ENSG00000149532	Q8N684	rna_binding	False	False	1413
CPT1A	ENSG00000110090	P50416	transport_protein	False	False	2319
CPT1B	ENSG00000205560	Q92523	transport_protein	False	False	2316
CPT1C	ENSG00000169169	Q8TCG5	enzyme	False	False	2409
CPT2	ENSG00000157184	P23786	transport_protein	False	False	1974
CPTP	ENSG00000224051	Q5TA50	transport_protein	False	False	642
CPVL	ENSG00000106066	Q9H3G5	enzyme	False	True	1428
CPXCR1	ENSG00000147183	Q8N123	unknown	False	False	903
CPXM1	ENSG00000088882	Q96SM3	secreted_enzyme	True	True	2202
CPXM2	ENSG00000121898	Q8N436	secreted_protein	True	True	2268
CPZ	ENSG00000109625	Q66K79	secreted_enzyme	True	True	1956
CR1	ENSG00000203710	P17927	receptor	False	True	6117
CR1L	ENSG00000197721	Q2VPA4	secreted_protein	True	True	1707
CR2	ENSG00000117322	P20023	receptor	False	True	3099
CRABP1	ENSG00000166426	P29762	transport_protein	False	False	411
CRABP2	ENSG00000143320	P29373	transport_protein	False	False	414
CRACD	ENSG00000109265	Q6ZU35	unknown	False	False	3699
CRACDL	ENSG00000196872	Q6NV74	unknown	False	False	2886
CRACR2A	ENSG00000130038	Q9BSW2	transporter	False	False	2193
CRACR2B	ENSG00000177685	Q8N4Y2	unknown	False	False	1197
CRADD	ENSG00000169372	P78560	unknown	False	False	597
CRAMP1	ENSG00000007545	Q96RY5	transcription_factor	False	False	3807
CRAT	ENSG00000095321	P43155	transport_protein	False	False	1878
CRB1	ENSG00000134376	P82279	secreted_protein	True	True	4218
CRB2	ENSG00000148204	Q5IJ48	secreted_protein	True	True	3855
CRB3	ENSG00000130545	Q9BUF7	membrane_protein	False	True	360
